pl_name,disc_year,pl_orbper,pl_bmasse,pl_rade,pl_eqt,disc_facility,discoverymethod
HD 224693 b,2006,26.6904,222.481,,,W. M. Keck Observatory,Radial Velocity
HD 22781 b,2011,528.07,4338.2,,,Haute-Provence Observatory,Radial Velocity
HD 23079 b,2001,735.74,845.42356262,,,Anglo-Australian Telescope,Radial Velocity
HD 23127 b,2006,1211.17,485.32641,,,Anglo-Australian Telescope,Radial Velocity
HD 231701 b,2007,141.63,359.1479,,,W. M. Keck Observatory,Radial Velocity
HD 23596 b,2003,1535.11912,3786.607641,,,Haute-Provence Observatory,Radial Velocity
HD 240210 b,2009,501.75,1655.82,,,McDonald Observatory,Radial Velocity
HD 240237 b,2011,745.70001,5050.3187,,,McDonald Observatory,Radial Velocity
HD 25171 b,2010,1802.29,290.81445,,,La Silla Observatory,Radial Velocity
HD 2638 b,2005,3.4442,133.4886,,,La Silla Observatory,Radial Velocity
HD 27442 b,2000,428.1,495.8,,,Anglo-Australian Telescope,Radial Velocity
HD 27894 b,2005,18.01939,196.73578393,,,La Silla Observatory,Radial Velocity
HD 28185 b,2001,385.92,1859.29618095,,,La Silla Observatory,Radial Velocity
HD 28254 b,2010,1333.0,1207.7479466,,,La Silla Observatory,Radial Velocity
HD 285968 b,2008,8.7836,8.4,,450.0,La Silla Observatory,Radial Velocity
HD 28678 b,2011,380.2,490.09386,,,W. M. Keck Observatory,Radial Velocity
HD 290327 b,2009,2443.0,772.3269,,,La Silla Observatory,Radial Velocity
HD 30177 b,2002,2514.53422,2670.71210402,,,Anglo-Australian Telescope,Radial Velocity
HD 30562 b,2009,1157.0,387.7526,,,Lick Observatory,Radial Velocity
HD 30856 b,2011,847.0,491.68301,,,W. M. Keck Observatory,Radial Velocity
HD 31253 b,2010,466.0,197.0546,,,W. M. Keck Observatory,Radial Velocity
HD 31527 b,2019,16.5535,10.47,,,La Silla Observatory,Radial Velocity
HD 31527 c,2019,51.2053,14.16,,,La Silla Observatory,Radial Velocity
HD 31527 d,2019,271.6737,11.82,,,La Silla Observatory,Radial Velocity
HD 32518 b,2009,157.35,905.49313154,,,Thueringer Landessternwarte Tautenburg,Radial Velocity
HD 330075 b,2004,3.38773,152.5584,,,La Silla Observatory,Radial Velocity
HD 33142 b,2011,330.0,400.46379282,,,W. M. Keck Observatory,Radial Velocity
HD 33283 b,2006,18.1991,104.56607,,,W. M. Keck Observatory,Radial Velocity
HD 33564 b,2005,388.0,2892.1,,,Haute-Provence Observatory,Radial Velocity
HD 34445 b,2009,1049.0,260.6206,,,W. M. Keck Observatory,Radial Velocity
HD 3651 b,2003,62.25,72.46524,,,Multiple Observatories,Radial Velocity
HD 37124 b,2002,154.378,214.53525,,,W. M. Keck Observatory,Radial Velocity
HD 37124 c,2002,885.5,207.22516,,,W. M. Keck Observatory,Radial Velocity
HD 37124 d,2005,1862.0,221.20968,,,W. M. Keck Observatory,Radial Velocity
HD 37605 b,2004,55.01292,854.9627,,,McDonald Observatory,Radial Velocity
HD 38529 b,2000,14.3099,206.58846455,,,Multiple Observatories,Radial Velocity
HD 38529 c,2000,2127.60566,3299.05886466,,,Multiple Observatories,Radial Velocity
HD 38801 b,2009,685.25,3082.31534,,,Subaru Telescope,Radial Velocity
HD 39091 b,2001,2088.8,4481.3805387,,,Anglo-Australian Telescope,Radial Velocity
HD 40307 b,2009,4.3123,4.0,,,La Silla Observatory,Radial Velocity
HD 40307 c,2009,9.6184,6.6,,,La Silla Observatory,Radial Velocity
HD 40307 d,2009,20.432,9.5,,,La Silla Observatory,Radial Velocity
HD 40979 b,2002,264.14999,1484.2661,,,Multiple Observatories,Radial Velocity
HD 41004 A b,2004,963.0,807.25,,,La Silla Observatory,Radial Velocity
HD 41004 B b,2003,1.3283,5838.29,,,La Silla Observatory,Radial Velocity
HD 4113 b,2007,526.5239,541.26177712,,,La Silla Observatory,Radial Velocity
HD 4203 b,2001,431.88,708.7609,,,W. M. Keck Observatory,Radial Velocity
HD 4208 b,2001,832.97,257.4423,,,W. M. Keck Observatory,Radial Velocity
HD 4308 b,2005,15.56,15.8915,,,La Silla Observatory,Radial Velocity
HD 4313 b,2009,356.21,612.45841,,,W. M. Keck Observatory,Radial Velocity
HD 43197 b,2010,308.92072,175.75910907,,,La Silla Observatory,Radial Velocity
HD 43691 b,2007,36.9987,810.4665,,,Haute-Provence Observatory,Radial Velocity
HD 44219 b,2010,472.0,184.34047606,,,La Silla Observatory,Radial Velocity
HD 45184 b,2019,5.8854,12.19,,,La Silla Observatory,Radial Velocity
HD 45350 b,2004,963.6,568.89,,,W. M. Keck Observatory,Radial Velocity
HD 45364 b,2008,225.79,60.16491745,,,La Silla Observatory,Radial Velocity
HD 45364 c,2008,345.43,174.48779544,,,La Silla Observatory,Radial Velocity
HD 45652 b,2008,44.073,137.62039,,,Haute-Provence Observatory,Radial Velocity
HD 46375 b,2000,3.023573,71.8,,,W. M. Keck Observatory,Radial Velocity
HD 47186 b,2008,4.0845,22.2481,,,La Silla Observatory,Radial Velocity
HD 47186 c,2008,1353.6,111.42,,,La Silla Observatory,Radial Velocity
HD 47536 b,2002,712.13,2330.0,,,La Silla Observatory,Radial Velocity
HD 48265 b,2008,778.51,484.69075,,,Las Campanas Observatory,Radial Velocity
HD 49674 b,2002,4.94737,31.783,,,W. M. Keck Observatory,Radial Velocity
HD 50499 b,2005,2447.1,519.96988,,,W. M. Keck Observatory,Radial Velocity
HD 50554 b,2002,1293.0,1574.464,,,Lick Observatory,Radial Velocity
HD 51608 b,2019,14.0726,12.77,,,La Silla Observatory,Radial Velocity
HD 51608 c,2019,95.9446,14.31,,,La Silla Observatory,Radial Velocity
HD 52265 b,2000,119.27,384.5743,,,W. M. Keck Observatory,Radial Velocity
HD 5319 b,2007,637.1,494.54348,,,W. M. Keck Observatory,Radial Velocity
HD 5891 b,2011,177.11,2425.0429,,,W. M. Keck Observatory,Radial Velocity
HD 59686 A b,2016,299.36,2199.3836,,,Lick Observatory,Radial Velocity
HD 60532 b,2008,201.9,336.8998,,,La Silla Observatory,Radial Velocity
HD 60532 c,2008,600.1,797.7533,,,La Silla Observatory,Radial Velocity
HD 62509 b,2006,589.64,731.0,,,Multiple Observatories,Radial Velocity
HD 63454 b,2005,2.81805,79.4575,,,La Silla Observatory,Radial Velocity
HD 63765 b,2009,358.0,168.4499,,,La Silla Observatory,Radial Velocity
HD 6434 b,2003,21.998,155.7367,,,La Silla Observatory,Radial Velocity
HD 65216 b,2003,577.6,411.58985,,,La Silla Observatory,Radial Velocity
HD 66428 b,2005,2269.81726,3478.94974302,,,W. M. Keck Observatory,Radial Velocity
HD 6718 b,2009,2476.0,762.7881768,,,La Silla Observatory,Radial Velocity
HD 68988 b,2001,6.27711,626.1251,,,Multiple Observatories,Radial Velocity
HD 69830 b,2006,8.667,10.2,,,La Silla Observatory,Radial Velocity
HD 69830 c,2006,31.56,11.8,,,La Silla Observatory,Radial Velocity
HD 69830 d,2006,197.0,18.1,,,La Silla Observatory,Radial Velocity
HD 70573 b,2007,851.8,1900.0,,,La Silla Observatory,Radial Velocity
HD 70642 b,2003,2124.54,633.43519,,,Anglo-Australian Telescope,Radial Velocity
HD 7199 b,2011,615.0,85.8141,,,La Silla Observatory,Radial Velocity
HD 72659 b,2002,3549.0,906.12878836,,,W. M. Keck Observatory,Radial Velocity
HD 73267 b,2008,1257.99159,1321.53051631,,,La Silla Observatory,Radial Velocity
HD 73526 b,2002,188.3,978.9164,,,Anglo-Australian Telescope,Radial Velocity
HD 73526 c,2005,379.1,715.09,,,Anglo-Australian Telescope,Radial Velocity
HD 73534 b,2008,1750.0,353.42696,,,W. M. Keck Observatory,Radial Velocity
HD 74156 b,2003,51.63564,532.36258173,,,Haute-Provence Observatory,Radial Velocity
HD 74156 c,2003,2448.48726,2753.98314665,,,Haute-Provence Observatory,Radial Velocity
HD 7449 b,2011,1270.55195,2597.92939882,,,La Silla Observatory,Radial Velocity
HD 75289 b,1999,3.50927,155.7367,,,La Silla Observatory,Radial Velocity
HD 75898 b,2007,422.82,810.46243785,,,W. M. Keck Observatory,Radial Velocity
HD 76700 b,2002,3.97097,66.7443,,,Anglo-Australian Telescope,Radial Velocity
HD 7924 b,2008,5.39792,6.3566,,,W. M. Keck Observatory,Radial Velocity
HD 79498 b,2011,1807.0,425.8922,,,McDonald Observatory,Radial Velocity
HD 80606 b,2001,111.436765,1323.46926959,11.56766808,,Multiple Observatories,Radial Velocity
HD 81040 b,2005,1002.7,2301.07766668,,,Multiple Observatories,Radial Velocity
HD 81688 b,2007,183.93,525.68818518,,,Okayama Astrophysical Observatory,Radial Velocity
HD 82886 b,2011,705.0,740.5439,,,W. M. Keck Observatory,Radial Velocity
HD 82943 b,2003,441.47,534.25,,,La Silla Observatory,Radial Velocity
HD 82943 c,2003,220.078,622.603,,,La Silla Observatory,Radial Velocity
HD 83443 b,2002,2.985628,127.76701961,,,Multiple Observatories,Radial Velocity
HD 8535 b,2010,1313.0,216.1244,,,La Silla Observatory,Radial Velocity
HD 85390 b,2009,799.52,31.46517,,,La Silla Observatory,Radial Velocity
HD 8574 b,2002,227.0,645.1949,,,Haute-Provence Observatory,Radial Velocity
HD 86081 b,2006,2.1378431,470.3884,,,W. M. Keck Observatory,Radial Velocity
HD 86226 b,2009,1628.0,143.0235,,176.0,Las Campanas Observatory,Radial Velocity
HD 86264 b,2009,1488.79123,3117.26101586,,,Lick Observatory,Radial Velocity
HD 8673 b,2009,1644.69097,4210.59073594,,,Thueringer Landessternwarte Tautenburg,Radial Velocity
HD 87883 b,2009,3006.0,2005.49724817,,,Lick Observatory,Radial Velocity
HD 88133 b,2004,3.414884,90.422635,,,W. M. Keck Observatory,Radial Velocity
HD 89307 b,2009,2166.0,670.6213,,,Lick Observatory,Radial Velocity
HD 89744 b,1999,256.78,2653.8805,,,Fred Lawrence Whipple Observatory,Radial Velocity
HD 90156 b,2009,49.77,17.98,,,La Silla Observatory,Radial Velocity
HD 92788 b,2000,325.803,1195.0408,,,Multiple Observatories,Radial Velocity
HD 93083 b,2005,144.72,143.34061156,,,La Silla Observatory,Radial Velocity
HD 9446 b,2009,30.052,222.472,,,Haute-Provence Observatory,Radial Velocity
HD 9446 c,2009,192.9,578.426,,,Haute-Provence Observatory,Radial Velocity
HD 95089 b,2009,464.4,400.4658,,,W. M. Keck Observatory,Radial Velocity
HD 96063 b,2011,362.5,403.6441,,,W. M. Keck Observatory,Radial Velocity
HD 96127 b,2011,638.9,1207.7479466,,,McDonald Observatory,Radial Velocity
HD 96167 b,2009,498.04,227.88411,,,W. M. Keck Observatory,Radial Velocity
HD 97658 b,2010,9.4897116,8.3,2.12,751.0,W. M. Keck Observatory,Radial Velocity
HD 98219 b,2011,433.8,624.21812,,,W. M. Keck Observatory,Radial Velocity
HD 99109 b,2005,439.29999,139.8452,,,W. M. Keck Observatory,Radial Velocity
HD 99492 b,2004,17.0503,25.5,,,W. M. Keck Observatory,Radial Velocity
HD 99706 b,2011,841.0,390.9309,,,W. M. Keck Observatory,Radial Velocity
HIP 12961 b,2010,57.435,114.4188,,,La Silla Observatory,Radial Velocity
HIP 14810 b,2005,6.673892,1239.537,,,W. M. Keck Observatory,Radial Velocity
HIP 14810 c,2006,147.747,416.3573,,,W. M. Keck Observatory,Radial Velocity
HIP 14810 d,2009,981.8,187.5197,,,W. M. Keck Observatory,Radial Velocity
HIP 5158 b,2009,345.72,451.0,,,La Silla Observatory,Radial Velocity
GJ 1148 b,2010,41.38,96.7,,,W. M. Keck Observatory,Radial Velocity
HIP 57274 b,2011,8.1352,6.3566,,,W. M. Keck Observatory,Radial Velocity
HIP 57274 c,2011,32.03,130.0,,,W. M. Keck Observatory,Radial Velocity
HIP 57274 d,2011,431.7,167.4,,,W. M. Keck Observatory,Radial Velocity
HIP 70849 b,2009,3649.0,1430.2278315,,,La Silla Observatory,Radial Velocity
iot Dra b,2002,510.8544,3756.73177074,,,Lick Observatory,Radial Velocity
HIP 79431 b,2009,111.7,667.415,,,W. M. Keck Observatory,Radial Velocity
HR 810 b,1999,302.79999,721.4741,,,La Silla Observatory,Radial Velocity
HR 8799 b,2008,170000.0,2000.0,13.0,,Gemini Observatory,Imaging
HR 8799 c,2008,69000.0,3000.0,13.0,,Gemini Observatory,Imaging
HR 8799 d,2008,37000.0,3000.0,13.0,,W. M. Keck Observatory,Imaging
kap CrB b,2007,1253.68,483.73483545,,,Lick Observatory,Radial Velocity
xi Aql b,2007,136.97,616.90493799,,,Okayama Astrophysical Observatory,Radial Velocity
Lupus-TR-3 b,2007,3.91405,257.431,9.976,,Multiple Observatories,Transit
MOA-2009-BLG-266L b,2011,2800.0,10.4,,,MOA,Microlensing
MOA-2009-BLG-387L b,2010,1980.0,830.0,,,MOA,Microlensing
BD-13 2130 b,2007,714.29999,3108.3774,,,La Silla Observatory,Radial Velocity
OGLE-2005-BLG-390L b,2005,3285.0,5.5,,50.0,OGLE,Microlensing
OGLE-2006-BLG-109L b,2008,1788.5,231.0,,,OGLE,Microlensing
OGLE-2006-BLG-109L c,2008,4927.5,86.0,,,OGLE,Microlensing
OGLE2-TR-L9 b,2008,2.4855335,1430.175,18.046,,OGLE,Transit
OGLE-TR-10 b,2004,3.101278,197.046,14.011,,OGLE,Transit
OGLE-TR-113 b,2004,1.4324752,400.449,12.251,,OGLE,Transit
OGLE-TR-132 b,2004,1.689868,375.02,13.45,2013.0,OGLE,Transit
OGLE-TR-182 b,2007,3.9791,320.995,12.666,,OGLE,Transit
OGLE-TR-211 b,2007,3.67724,327.351,15.244,,OGLE,Transit
OGLE-TR-56 b,2002,1.2119189,441.77,15.278,2212.0,OGLE,Transit
PSR B1257+12 b,1994,25.262,0.02,,,Arecibo Observatory,Pulsar Timing
PSR B1257+12 c,1992,66.5419,4.3,,,Arecibo Observatory,Pulsar Timing
PSR B1257+12 d,1992,98.2114,3.9,,,Arecibo Observatory,Pulsar Timing
Qatar-1 b,2010,1.4200242,411.27202,12.811887,1418.0,Qatar,Transit
Qatar-2 b,2011,1.33711647,792.635,14.056,1344.0,Qatar,Transit
rho CrB b,1997,39.849,347.995,,,Fred Lawrence Whipple Observatory,Radial Velocity
SWEEPS-4 b,2006,4.2,1207.7,9.079,,Hubble Space Telescope,Transit
SWEEPS-11 b,2006,1.796,3082.82,12.666,,Hubble Space Telescope,Transit
tau Boo b,1996,3.3124568,1373.0256,,,Lick Observatory,Radial Velocity
TrES-1 b,2004,3.03007,266.9772,12.66617,,TrES,Transit
TrES-3 b,2007,1.30618581,607.03,14.975,,TrES,Transit
TrES-4 b,2007,3.55395,247.9074,18.04649,,TrES,Transit
TrES-5 b,2011,1.48224686,568.9157,13.383546,1480.0,TrES,Transit
ups And b,1996,4.617033,218.531,,,Lick Observatory,Radial Velocity
ups And c,1999,241.258,629.595,,,Multiple Observatories,Radial Velocity
ups And d,1999,1276.46,1313.22,,,Multiple Observatories,Radial Velocity
V0391 Peg b,2007,1170.0,1017.056,,,Multiple Observatories,Pulsation Timing Variations
WASP-10 b,2008,3.0927616,1001.12,12.106,1370.0,SuperWASP,Transit
WASP-11 b,2008,3.72247,251.0857,12.44199,,SuperWASP,Transit
WASP-13 b,2009,4.35301,114.4188,13.67498,,SuperWASP,Transit
WASP-14 b,2008,2.24375,2809.6172,15.46842,,SuperWASP,Transit
WASP-15 b,2009,3.7521,171.6282,15.80469,,SuperWASP,Transit
WASP-16 b,2009,3.1186,394.1092,13.67498,,SuperWASP,Transit
WASP-17 b,2009,3.73543,247.9074,20.96083,,SuperWASP,Transit
WASP-18 b,2009,0.94145223,3241.8497514,13.89913607,2429.0,SuperWASP,Transit
WASP-19 b,2009,0.78883852,366.77398168,15.86070769,2113.0,SuperWASP,Transit
WASP-1 b,2007,2.5199454,271.415,16.623,,SuperWASP,Transit
WASP-21 b,2010,4.322482,95.345,11.99,,SuperWASP,Transit
WASP-22 b,2010,3.53269,212.9461,13.78707,,SuperWASP,Transit
WASP-24 b,2010,2.34121,394.1092,15.46842,,SuperWASP,Transit
WASP-25 b,2010,3.7648337,179.25522155,13.80946422,1217.0,SuperWASP,Transit
WASP-26 b,2010,2.7566,270.1555,13.56289,,SuperWASP,Transit
WASP-28 b,2014,3.40883495,282.54945382,13.66374747,1456.0,SuperWASP,Transit
WASP-29 b,2010,3.92273,73.1009,8.63093,,SuperWASP,Transit
WASP-2 b,2007,2.152175,295.89973,12.116929,1311.0,SuperWASP,Transit
WASP-31 b,2010,3.4059096,151.916,17.363,,SuperWASP,Transit
WASP-32 b,2010,2.71866,835.8929,10.76064,,SuperWASP,Transit
WASP-33 b,2010,1.21987,665.21819,17.855937,2781.7,SuperWASP,Transit
WASP-34 b,2010,4.31768,177.9848,11.209,,SuperWASP,Transit
WASP-35 b,2011,3.16158,225.6593,14.5717,,SuperWASP,Transit
WASP-36 b,2011,1.53736596,750.39663,14.874343,1733.0,SuperWASP,Transit
WASP-37 b,2010,3.577469,572.07,13.002,,SuperWASP,Transit
WASP-38 b,2010,6.87188,1093.3352,13.78707,,SuperWASP,Transit
WASP-39 b,2011,4.0552941,89.31023,14.336311,1166.0,SuperWASP,Transit
WASP-3 b,2007,1.84683,772.3269,15.91678,,SuperWASP,Transit
WASP-41 b,2011,3.0524,270.1555,12.3299,,SuperWASP,Transit
WASP-43 b,2011,0.813475,565.714,10.424,,SuperWASP,Transit
WASP-44 b,2011,2.423804,276.5121,12.3299,1337.0,SuperWASP,Transit
WASP-45 b,2011,3.126089,306.38812,10.603714,1153.0,SuperWASP,Transit
WASP-46 b,2011,1.43036763,607.0553,13.159366,1636.0,SuperWASP,Transit
WASP-48 b,2011,2.14363,254.264,16.8135,,SuperWASP,Transit
WASP-4 b,2007,1.338230994,381.3940884,15.12091496,1653.0,SuperWASP,Transit
WASP-50 b,2011,1.9551,466.828704,13.069694,1394.84,SuperWASP,Transit
WASP-5 b,2008,1.6284279,502.15,12.184,1706.0,SuperWASP,Transit
WASP-6 b,2009,3.3610026,148.42586607,12.5428494,1167.0,SuperWASP,Transit
WASP-7 b,2008,4.9546416,305.1168,14.90797,1487.0,SuperWASP,Transit
WASP-8 b,2010,8.15872,807.2882,12.66617,,SuperWASP,Transit
XO-1 b,2006,3.94153,263.7989,12.77826,,XO,Transit
XO-2 N b,2007,2.61585906,188.79007376,,,XO,Transit
XO-3 b,2007,3.19152309,4217.58296089,14.79585452,1890.0,XO,Transit
XO-4 b,2010,4.12508,451.3186,14.01125,,Lowell Observatory,Transit
XO-5 b,2008,4.1877558,378.2,12.78,1230.0,XO,Transit
11 Com b,2007,323.21,4914.89848585,,,Xinglong Station,Radial Velocity
alf Ari b,2010,380.8,572.07,,,Bohyunsan Optical Astronomical Observatory,Radial Velocity
CoRoT-16 b,2011,5.35227,170.032,13.11,,CoRoT,Transit
HD 106515 A b,2012,3626.0,6006.9568923,,,La Silla Observatory,Radial Velocity
HD 166724 b,2012,5144.0,1121.89,,,La Silla Observatory,Radial Velocity
HD 180314 b,2010,394.73,7216.92963775,,,Subaru Telescope,Radial Velocity
HD 196067 b,2012,3413.7,3623.2438398,,,La Silla Observatory,Radial Velocity
HD 220689 b,2012,2266.4,355.33394,,,La Silla Observatory,Radial Velocity
HD 27631 b,2012,2198.14,474.83802,,,La Silla Observatory,Radial Velocity
HD 38283 b,2010,363.20001,127.132,,,Anglo-Australian Telescope,Radial Velocity
HD 65216 c,2013,5370.0,645.1949,,,La Silla Observatory,Radial Velocity
HD 98649 b,2012,5384.0,3082.9355479,,,La Silla Observatory,Radial Velocity
HIP 5158 c,2011,9017.76,4780.1632,,,La Silla Observatory,Radial Velocity
HU Aqr AB b,2011,2390.0,1875.197,,,Yunnan Astronomical Observatory,Eclipse Timing Variations
HU Aqr AB c,2011,4368.0,1430.235,,,Yunnan Astronomical Observatory,Eclipse Timing Variations
NN Ser c,2010,6987.0,3086.11383197,,,Multiple Observatories,Eclipse Timing Variations
NN Ser d,2010,2880.0,696.04421133,,,Multiple Observatories,Eclipse Timing Variations
nu Oph b,2012,529.93,6848.56651404,,,Okayama Astrophysical Observatory,Radial Velocity
nu Oph c,2012,3180.6,7530.30844705,,,Okayama Astrophysical Observatory,Radial Velocity
NY Vir b,2011,3160.0,845.4278,,,Multiple Observatories,Eclipse Timing Variations
Oph 11 b,2006,7300000.0,4449.62,,2175.0,Gemini Observatory,Imaging
tau Gem b,2013,305.5,6547.0,,,Lick Observatory,Radial Velocity
WASP-23 b,2010,2.9444256,280.95,10.783,,SuperWASP,Transit
KOI-55 b,2011,0.240104,0.44,0.759,,Kepler,Orbital Brightness Modulation
KOI-55 c,2011,0.342887,0.655,0.867,,Kepler,Orbital Brightness Modulation
HD 142 c,2012,10159.64279,3464.64746471,,,Anglo-Australian Telescope,Radial Velocity
HATS-1 b,2012,3.446459,589.55,14.594,1359.0,HATSouth,Transit
WASP-78 b,2012,2.17518,352.7913,21.63337,,SuperWASP,Transit
WASP-79 b,2012,3.662392,270.15414595,17.14974047,1716.2,SuperWASP,Transit
KELT-1 b,2012,1.217514,8654.15,12.442,,KELT,Transit
KELT-2 A b,2012,4.11379,540.311,15.13215,,KELT,Transit
Kepler-36 b,2012,13.86825,3.83,1.498,,Kepler,Transit
GJ 3470 b,2012,3.3366496,13.9,4.57,593.5,La Silla Observatory,Radial Velocity
BD+20 274 b,2012,578.2,1334.886,,,McDonald Observatory,Radial Velocity
HD 219415 b,2012,2093.3,317.83,,,McDonald Observatory,Radial Velocity
Pr0201 b,2012,4.4264,171.6282,,,Fred Lawrence Whipple Observatory,Radial Velocity
Pr0211 b,2012,2.1461,597.5204,,,Fred Lawrence Whipple Observatory,Radial Velocity
HD 77338 b,2012,5.7361,19.0698,,,La Silla Observatory,Radial Velocity
HD 207832 b,2012,160.07,177.9848,,,W. M. Keck Observatory,Radial Velocity
HD 207832 c,2012,1155.7,232.0159,,,W. M. Keck Observatory,Radial Velocity
HAT-P-39 b,2012,3.54387,190.372,17.609,1752.0,HATNet,Transit
HAT-P-40 b,2012,4.45724,152.5584,17.03768,,HATNet,Transit
HAT-P-41 b,2012,2.69405,378.2177,22.97845,,HATNet,Transit
HD 5608 b,2012,768.7,371.22357938,,,Okayama Astrophysical Observatory,Radial Velocity
75 Cet b,2012,696.62,787.89662095,,,Okayama Astrophysical Observatory,Radial Velocity
omi UMa b,2012,1569.81,1160.39151396,,,Okayama Astrophysical Observatory,Radial Velocity
omi CrB b,2012,187.01,355.96781584,,,Okayama Astrophysical Observatory,Radial Velocity
WASP-42 b,2012,4.9816819,167.49641,12.576498,1021.0,SuperWASP,Transit
WASP-47 b,2012,4.159151,374.0,12.86,,SuperWASP,Transit
WASP-49 b,2012,2.78174,117.5971,12.44199,,SuperWASP,Transit
WASP-55 b,2012,4.465631,186.2474465,14.72860064,1342.0,SuperWASP,Transit
WASP-61 b,2012,3.8559,851.7844,15.80469,,SuperWASP,Transit
WASP-62 b,2012,4.41195,165.2716,14.79588,,SuperWASP,Transit
WASP-63 b,2012,4.37808,117.5971,15.80469,,SuperWASP,Transit
WASP-66 b,2012,4.08605,746.9005,15.6926,,SuperWASP,Transit
WASP-67 b,2012,4.61442,136.6669,12.89035,,SuperWASP,Transit
HAT-P-38 b,2012,4.640382,84.857,9.247,1082.0,HATNet,Transit
Kepler-46 c,2012,57.011,119.499,,455.0,Kepler,Transit Timing Variations
Kepler-47 b,2012,49.4643,2.07,3.05,,Kepler,Transit
Kepler-47 c,2012,303.227,3.17,4.65,,Kepler,Transit
eps CrB b,2012,417.9,2129.461,,,Bohyunsan Optical Astronomical Observatory,Radial Velocity
WTS-1 b,2012,3.352057,1274.44,16.7,1500.0,United Kingdom Infrared Telescope,Transit
WASP-54 b,2012,3.69364,187.5197,17.71022,,SuperWASP,Transit
WASP-56 b,2012,4.6171,143.0235,10.53646,,SuperWASP,Transit
WASP-57 b,2012,2.83891856,204.68252,11.76945,1338.0,SuperWASP,Transit
HD 4732 b,2012,371.74,631.2072163,,,Multiple Observatories,Radial Velocity
HD 4732 c,2012,3184.2,1069.49258955,,,Multiple Observatories,Radial Velocity
HD 37605 c,2012,2720.0,1013.8777,,,Multiple Observatories,Radial Velocity
HD 40307 f,2013,51.76,5.2,,,La Silla Observatory,Radial Velocity
HD 40307 g,2013,197.8,7.1,,,La Silla Observatory,Radial Velocity
